Age Group,Gender,Education,Monthly Income,City,Employment Status,Shopping Frequency,Avg Spend per Visit,Preferred Payment,Product Categories,Offer Sensitivity,Local vs Intl Brands,Preferred Shopping Time,Loyalty Program Member,Loyalty Usage Frequency,Satisfaction Score (1-10),Would Recommend,Preferred Rewards,Suggested Improvement,Willing to Try New Service,Willingness to Pay (custom services),Switch for Better Tech,Shopping Challenges,Importance Scores,Loyalty Features Desired
26–35,Male,Bachelor's,50k–100k,City C,Self-employed,Daily,449.6,UPI,Dairy,Moderately,Always,Night,No,Always,7,Maybe,"Free Products, Cashback",Better variety,Maybe,102.93,Depends,"Poor customer service, Price inconsistency, Lack of variety","3,4,5,3,5",Cashback
26–35,Male,Doctorate,30k–50k,City C,Employed,Bi-weekly,271.44,UPI,"Household Supplies, Fresh Produce",Moderately,Sometimes,Afternoon,Yes,Rarely,8,Yes,"Cashback, Priority Checkout",Better variety,Maybe,179.85,Depends,Poor customer service,"4,5,5,2,4",Cashback
36–45,Male,Master's,<10k,City D,Employed,Bi-weekly,673.33,Mobile Wallet,"Snacks, Fresh Produce, Beverages",Slightly,Sometimes,Morning,No,Sometimes,1,Maybe,"Cashback, Exclusive Discounts",More offers,Maybe,143.23,No,"Poor customer service, Product unavailability, Long queues","4,5,3,5,4",Cashback
36–45,Female,Master's,50k–100k,City C,Employed,Bi-weekly,352.68,Mobile Wallet,Fresh Produce,Strongly,Sometimes,Night,No,Sometimes,4,Yes,"Exclusive Discounts, Priority Checkout",Improved customer service,Maybe,135.63,Yes,"Product unavailability, Long queues","5,4,4,3,3",Instant Discounts
26–35,Male,Bachelor's,30k–50k,City B,Unemployed,Weekly,429.05,Credit Card,"Frozen Foods, Fresh Produce, Beverages",Slightly,Sometimes,Morning,Yes,Rarely,10,Maybe,"Points, Priority Checkout",More offers,Yes,92.95,Yes,"Poor customer service, Long queues, Product unavailability","4,5,5,1,5",Instant Discounts
60+,Non-binary,Master's,50k–100k,City D,Student,Weekly,543.0,Mobile Wallet,Beverages,Moderately,Sometimes,Night,Yes,Never,10,Maybe,"Cashback, Priority Checkout",Improved customer service,Yes,151.3,Yes,"Lack of variety, Price inconsistency, Product unavailability","5,3,3,5,4",More Points
36–45,Male,Other,50k–100k,City D,Self-employed,Weekly,356.41,UPI,"Dairy, Household Supplies",Slightly,Always,Afternoon,Yes,Sometimes,4,Yes,"Free Products, Cashback",More offers,Yes,213.11,Yes,Product unavailability,"5,5,2,5,3",Cashback
26–35,Male,Master's,50k–100k,City A,Student,Rarely,320.78,Credit Card,"Frozen Foods, Snacks, Dairy",Moderately,Always,Afternoon,No,Rarely,9,Yes,"Points, Priority Checkout",Better variety,Yes,0.0,Depends,"Poor customer service, Lack of variety","5,4,2,2,3",Instant Discounts
36–45,Female,High school,30k–50k,City D,Employed,Weekly,245.13,UPI,"Dairy, Fresh Produce",Moderately,Sometimes,Evening,No,Rarely,3,Maybe,"Cashback, Free Products",More offers,No,111.01,Yes,"Product unavailability, Long queues, Price inconsistency","3,3,2,1,5",Cashback
26–35,Female,Master's,10k–30k,City A,Employed,Bi-weekly,586.52,UPI,"Beverages, Fresh Produce, Dairy",Slightly,Sometimes,Night,No,Rarely,10,Yes,"Free Products, Exclusive Discounts",Improved customer service,Yes,200.71,Yes,Price inconsistency,"5,5,5,3,4",Cashback
18–25,Female,High school,30k–50k,City D,Employed,Weekly,434.58,Credit Card,"Frozen Foods, Beverages",Strongly,Sometimes,Night,Yes,Never,10,No,"Priority Checkout, Exclusive Discounts",Improved customer service,Yes,51.27,Depends,"Poor customer service, Price inconsistency","4,5,5,2,3",Instant Discounts
26–35,Female,Bachelor's,30k–50k,City B,Employed,Daily,851.27,Mobile Wallet,Fresh Produce,Moderately,Never,Afternoon,Yes,Sometimes,1,Yes,"Exclusive Discounts, Priority Checkout",More offers,Yes,128.01,Yes,Poor customer service,"4,3,3,5,3",More Points
36–45,Female,High school,30k–50k,City A,Employed,Monthly,380.68,Credit Card,"Dairy, Household Supplies, Beverages",Strongly,Never,Evening,Yes,Rarely,5,Yes,"Priority Checkout, Free Products",Faster billing,Yes,79.0,No,"Price inconsistency, Poor customer service","5,4,2,3,3",More Points
18–25,Male,Master's,10k–30k,City B,Student,Bi-weekly,389.43,UPI,Beverages,Slightly,Sometimes,Evening,Yes,Rarely,7,Maybe,"Points, Exclusive Discounts",More offers,Yes,103.94,No,Price inconsistency,"5,5,2,5,4",Instant Discounts
18–25,Prefer not to say,Master's,10k–30k,City C,Employed,Bi-weekly,432.15,Credit Card,"Fresh Produce, Household Supplies, Beverages",Moderately,Never,Evening,No,Sometimes,4,Maybe,"Free Products, Points",Improved customer service,Yes,13.61,No,"Long queues, Price inconsistency, Poor customer service","4,5,2,2,5",Cashback
18–25,Non-binary,High school,50k–100k,City B,Unemployed,Weekly,529.18,Mobile Wallet,"Frozen Foods, Dairy, Snacks",Not at all,Sometimes,Night,Yes,Sometimes,9,Yes,"Cashback, Priority Checkout",Faster billing,Yes,179.08,Yes,"Product unavailability, Price inconsistency","4,3,5,4,5",Personalized Offers
18–25,Female,Bachelor's,30k–50k,City A,Unemployed,Monthly,443.58,UPI,"Snacks, Dairy, Household Supplies",Strongly,Sometimes,Morning,Yes,Sometimes,6,Maybe,"Points, Exclusive Discounts",Better variety,Yes,129.04,Yes,"Long queues, Poor customer service, Product unavailability","5,4,3,1,4",Instant Discounts
46–60,Male,Bachelor's,50k–100k,City C,Employed,Weekly,573.48,Credit Card,"Frozen Foods, Household Supplies",Moderately,Never,Afternoon,Yes,Rarely,6,Yes,"Cashback, Free Products",More offers,Maybe,33.34,Yes,"Lack of variety, Product unavailability","4,3,3,5,3",Cashback
36–45,Female,Bachelor's,50k–100k,City D,Self-employed,Weekly,382.57,UPI,"Household Supplies, Dairy",Strongly,Never,Night,Yes,Rarely,3,Maybe,"Priority Checkout, Cashback",Better variety,Yes,145.12,No,"Long queues, Product unavailability","4,3,5,4,3",Instant Discounts
26–35,Male,High school,30k–50k,City B,Unemployed,Bi-weekly,334.21,Others,"Beverages, Snacks",Moderately,Never,Night,Yes,Sometimes,10,Yes,"Priority Checkout, Points",Better variety,Maybe,132.48,Yes,Poor customer service,"5,4,4,3,4",More Points
18–25,Male,Bachelor's,30k–50k,City A,Student,Weekly,284.21,Cash,Beverages,Strongly,Always,Morning,Yes,Sometimes,10,Yes,"Priority Checkout, Cashback",Better variety,No,78.67,Yes,"Price inconsistency, Long queues, Lack of variety","3,4,3,4,3",Instant Discounts
26–35,Male,Master's,50k–100k,City B,Retired,Weekly,233.17,Credit Card,"Beverages, Frozen Foods",Moderately,Always,Morning,No,Always,5,Yes,"Cashback, Free Products",Improved customer service,Yes,238.09,Depends,"Long queues, Price inconsistency, Lack of variety","5,3,5,4,5",Personalized Offers
26–35,Male,High school,30k–50k,City A,Unemployed,Bi-weekly,437.83,Others,"Frozen Foods, Snacks",Not at all,Sometimes,Night,Yes,Always,10,Yes,"Points, Free Products",More offers,No,150.97,Yes,Long queues,"4,3,2,4,3",Personalized Offers
18–25,Female,High school,30k–50k,City D,Student,Bi-weekly,463.88,Others,"Frozen Foods, Beverages, Fresh Produce",Slightly,Sometimes,Afternoon,No,Sometimes,6,Yes,"Points, Cashback",Better variety,Yes,197.41,Depends,"Product unavailability, Price inconsistency","4,3,5,5,4",Personalized Offers
26–35,Female,Bachelor's,10k–30k,City D,Employed,Monthly,424.23,Cash,"Beverages, Household Supplies",Moderately,Always,Evening,Yes,Sometimes,4,Yes,"Free Products, Priority Checkout",Better variety,Yes,110.33,Depends,Product unavailability,"5,3,4,5,4",Instant Discounts
26–35,Female,Doctorate,30k–50k,City C,Unemployed,Weekly,649.21,Cash,"Snacks, Frozen Foods, Dairy",Moderately,Never,Morning,No,Rarely,3,No,"Exclusive Discounts, Free Products",Better variety,Maybe,22.5,Depends,"Poor customer service, Product unavailability","5,3,4,5,4",Instant Discounts
36–45,Male,Master's,30k–50k,City B,Employed,Weekly,647.36,Credit Card,"Fresh Produce, Beverages",Not at all,Sometimes,Night,Yes,Sometimes,5,Yes,"Points, Free Products",More offers,Maybe,0.0,Depends,"Lack of variety, Long queues","4,3,2,5,5",Cashback
36–45,Male,Master's,10k–30k,City D,Student,Weekly,459.82,Others,"Dairy, Beverages",Strongly,Sometimes,Morning,No,Never,7,Yes,"Cashback, Points",Improved customer service,Maybe,59.17,Yes,Long queues,"3,4,4,3,4",Personalized Offers
18–25,Male,Bachelor's,10k–30k,City C,Employed,Rarely,284.73,Credit Card,Beverages,Moderately,Sometimes,Morning,No,Always,6,Maybe,"Points, Exclusive Discounts",Improved customer service,No,200.87,No,Price inconsistency,"4,4,2,4,4",Cashback
26–35,Prefer not to say,Bachelor's,10k–30k,City D,Employed,Bi-weekly,432.0,Mobile Wallet,Frozen Foods,Moderately,Sometimes,Morning,Yes,Never,2,Yes,"Priority Checkout, Points",Improved customer service,Yes,89.41,No,"Lack of variety, Long queues","5,3,3,2,4",Instant Discounts
36–45,Male,High school,10k–30k,City C,Self-employed,Monthly,428.02,UPI,"Snacks, Dairy",Slightly,Always,Night,Yes,Sometimes,1,Yes,"Exclusive Discounts, Priority Checkout",Improved customer service,Yes,182.47,Yes,"Price inconsistency, Product unavailability","5,3,5,4,3",Cashback
26–35,Female,Master's,10k–30k,City D,Homemaker,Daily,421.14,Cash,"Fresh Produce, Snacks, Beverages",Moderately,Never,Evening,Yes,Rarely,5,Yes,"Priority Checkout, Exclusive Discounts",Faster billing,No,50.01,Yes,"Price inconsistency, Poor customer service","3,5,3,1,4",More Points
46–60,Female,Doctorate,30k–50k,City C,Unemployed,Bi-weekly,416.27,Mobile Wallet,Beverages,Not at all,Sometimes,Night,No,Sometimes,5,Yes,"Cashback, Exclusive Discounts",Faster billing,Maybe,80.25,Yes,"Lack of variety, Price inconsistency, Product unavailability","5,3,4,1,3",Cashback
36–45,Male,Master's,50k–100k,City B,Employed,Daily,421.58,Credit Card,"Frozen Foods, Dairy, Beverages",Not at all,Always,Afternoon,Yes,Sometimes,6,Yes,"Points, Free Products",More offers,Yes,88.89,Yes,"Poor customer service, Price inconsistency","4,5,5,1,3",Cashback
18–25,Female,Doctorate,30k–50k,City D,Employed,Bi-weekly,453.62,UPI,"Beverages, Household Supplies",Strongly,Never,Night,Yes,Always,3,Yes,"Priority Checkout, Free Products",Faster billing,Maybe,133.51,Depends,"Poor customer service, Product unavailability","5,4,4,1,5",Cashback
18–25,Female,Master's,10k–30k,City C,Employed,Rarely,423.74,Credit Card,"Fresh Produce, Beverages, Dairy",Moderately,Never,Night,Yes,Always,1,No,"Priority Checkout, Exclusive Discounts",More offers,Yes,38.87,Depends,"Price inconsistency, Poor customer service, Product unavailability","4,4,5,2,4",More Points
36–45,Female,High school,<10k,City C,Employed,Rarely,525.0,UPI,"Snacks, Frozen Foods",Moderately,Never,Night,No,Rarely,4,Yes,"Priority Checkout, Free Products",Faster billing,No,72.34,Depends,Poor customer service,"4,4,5,4,4",More Points
18–25,Female,Doctorate,30k–50k,City A,Employed,Bi-weekly,543.24,UPI,Beverages,Slightly,Never,Night,No,Sometimes,4,Yes,"Cashback, Free Products",Improved customer service,Maybe,106.01,Yes,Price inconsistency,"3,5,3,3,3",More Points
26–35,Male,High school,10k–30k,City C,Unemployed,Bi-weekly,390.72,Credit Card,"Beverages, Household Supplies",Moderately,Sometimes,Afternoon,Yes,Never,10,Yes,"Cashback, Free Products",Improved customer service,Maybe,39.43,Yes,"Price inconsistency, Product unavailability, Lack of variety","5,5,3,2,5",More Points
46–60,Male,Bachelor's,50k–100k,City C,Retired,Rarely,652.53,Cash,"Frozen Foods, Fresh Produce, Household Supplies",Not at all,Never,Evening,Yes,Sometimes,2,Yes,"Points, Free Products",Improved customer service,No,14.42,Depends,"Lack of variety, Long queues","4,3,4,3,3",Instant Discounts
26–35,Female,High school,30k–50k,City A,Employed,Bi-weekly,382.39,Credit Card,"Frozen Foods, Fresh Produce",Moderately,Always,Night,No,Never,8,Yes,"Cashback, Priority Checkout",More offers,Yes,121.71,Yes,"Lack of variety, Poor customer service, Price inconsistency","3,3,2,2,4",Personalized Offers
26–35,Female,High school,50k–100k,City A,Self-employed,Weekly,305.86,Credit Card,Dairy,Moderately,Sometimes,Night,No,Sometimes,6,Maybe,"Exclusive Discounts, Priority Checkout",Improved customer service,Yes,40.35,Depends,Long queues,"4,4,2,4,4",Instant Discounts
36–45,Male,Bachelor's,10k–30k,City C,Employed,Bi-weekly,545.69,UPI,"Dairy, Beverages",Moderately,Sometimes,Evening,Yes,Always,3,No,"Cashback, Free Products",More offers,Yes,192.88,Depends,Poor customer service,"4,5,4,2,3",Cashback
26–35,Female,Bachelor's,30k–50k,City D,Employed,Weekly,401.91,UPI,"Household Supplies, Beverages",Strongly,Always,Morning,Yes,Sometimes,1,Maybe,"Exclusive Discounts, Points",Better variety,Maybe,194.53,No,"Lack of variety, Product unavailability","4,3,5,5,4",Cashback
26–35,Female,Bachelor's,10k–30k,City C,Self-employed,Bi-weekly,538.55,Mobile Wallet,Frozen Foods,Moderately,Sometimes,Evening,No,Rarely,3,Yes,"Priority Checkout, Points",Better variety,No,84.99,Yes,Long queues,"5,4,5,4,4",More Points
46–60,Female,Bachelor's,50k–100k,City A,Employed,Bi-weekly,211.56,Mobile Wallet,"Snacks, Fresh Produce",Moderately,Sometimes,Evening,Yes,Sometimes,8,No,"Points, Cashback",Faster billing,No,156.12,Yes,"Long queues, Price inconsistency, Poor customer service","3,4,3,3,3",Personalized Offers
26–35,Male,High school,30k–50k,City C,Unemployed,Bi-weekly,667.09,Mobile Wallet,"Dairy, Snacks, Frozen Foods",Moderately,Sometimes,Morning,Yes,Always,4,Yes,"Exclusive Discounts, Cashback",Improved customer service,Yes,124.14,Yes,"Poor customer service, Long queues, Lack of variety","3,5,4,5,5",Cashback
60+,Female,High school,10k–30k,City A,Self-employed,Weekly,580.68,UPI,"Snacks, Fresh Produce, Beverages",Slightly,Always,Night,No,Sometimes,3,Yes,"Cashback, Exclusive Discounts",Faster billing,Yes,184.07,Yes,"Long queues, Product unavailability, Poor customer service","3,5,2,5,5",Instant Discounts
46–60,Female,Bachelor's,10k–30k,City B,Employed,Weekly,319.94,Credit Card,"Fresh Produce, Beverages, Snacks",Strongly,Never,Afternoon,Yes,Sometimes,4,Yes,"Exclusive Discounts, Free Products",Better variety,No,92.5,Depends,"Lack of variety, Poor customer service","4,4,4,1,5",Cashback
18–25,Male,Bachelor's,10k–30k,City A,Homemaker,Bi-weekly,322.55,Credit Card,"Household Supplies, Beverages",Moderately,Always,Afternoon,No,Sometimes,4,Maybe,"Priority Checkout, Free Products",More offers,Maybe,150.63,Yes,"Price inconsistency, Product unavailability","4,3,5,5,3",More Points
18–25,Male,Master's,30k–50k,City A,Employed,Monthly,700.67,Credit Card,"Dairy, Fresh Produce",Slightly,Sometimes,Evening,Yes,Sometimes,2,Yes,"Exclusive Discounts, Free Products",Improved customer service,Yes,138.71,Yes,Lack of variety,"4,4,2,1,4",Personalized Offers
18–25,Non-binary,Master's,10k–30k,City A,Employed,Bi-weekly,411.51,Mobile Wallet,"Dairy, Snacks, Beverages",Strongly,Never,Afternoon,No,Rarely,4,Maybe,"Cashback, Points",Faster billing,Maybe,135.65,No,Poor customer service,"4,3,4,3,5",More Points
18–25,Male,Master's,30k–50k,City B,Employed,Weekly,399.9,Credit Card,"Beverages, Household Supplies",Not at all,Sometimes,Morning,Yes,Rarely,9,No,"Priority Checkout, Exclusive Discounts",Better variety,Yes,83.05,Yes,"Long queues, Poor customer service","4,5,4,4,5",More Points
18–25,Female,Master's,10k–30k,City A,Employed,Rarely,228.07,Credit Card,Household Supplies,Strongly,Sometimes,Afternoon,No,Rarely,4,Yes,"Priority Checkout, Points",Better variety,Maybe,191.14,Depends,"Lack of variety, Price inconsistency","3,4,2,3,3",Personalized Offers
36–45,Female,Bachelor's,30k–50k,City B,Homemaker,Rarely,457.91,Cash,"Household Supplies, Frozen Foods",Strongly,Always,Morning,Yes,Sometimes,1,Maybe,"Points, Priority Checkout",Better variety,Maybe,95.52,Yes,"Long queues, Lack of variety, Price inconsistency","4,5,3,4,5",Cashback
18–25,Male,Master's,50k–100k,City C,Employed,Weekly,472.67,UPI,"Frozen Foods, Household Supplies, Fresh Produce",Moderately,Sometimes,Morning,Yes,Sometimes,1,Yes,"Free Products, Exclusive Discounts",Better variety,Yes,95.15,Depends,"Poor customer service, Product unavailability, Price inconsistency","4,4,2,2,4",Instant Discounts
26–35,Female,Bachelor's,50k–100k,City B,Homemaker,Daily,585.86,Credit Card,Household Supplies,Slightly,Never,Morning,Yes,Never,1,Yes,"Points, Cashback",Faster billing,Yes,76.79,Depends,Product unavailability,"3,5,4,2,3",More Points
46–60,Male,Bachelor's,50k–100k,City B,Self-employed,Monthly,332.11,Credit Card,"Beverages, Fresh Produce",Slightly,Never,Morning,No,Sometimes,5,Yes,"Priority Checkout, Free Products",Better variety,Yes,80.41,Depends,"Product unavailability, Poor customer service","5,3,3,1,4",Personalized Offers
18–25,Female,Master's,10k–30k,City D,Employed,Monthly,317.57,Credit Card,"Frozen Foods, Dairy",Slightly,Sometimes,Afternoon,Yes,Sometimes,6,Maybe,"Free Products, Priority Checkout",Improved customer service,Yes,105.62,Yes,"Long queues, Price inconsistency, Lack of variety","5,5,4,5,3",Personalized Offers
46–60,Male,Bachelor's,<10k,City A,Retired,Rarely,554.12,Credit Card,"Snacks, Frozen Foods, Beverages",Slightly,Always,Evening,Yes,Rarely,6,Yes,"Points, Free Products",Improved customer service,Maybe,146.98,Yes,"Product unavailability, Price inconsistency","3,4,4,3,5",Cashback
26–35,Female,Master's,30k–50k,City C,Employed,Monthly,620.81,Mobile Wallet,Dairy,Moderately,Sometimes,Night,Yes,Always,6,Maybe,"Exclusive Discounts, Priority Checkout",More offers,Yes,167.0,Depends,Long queues,"3,3,4,2,3",Personalized Offers
18–25,Male,Master's,10k–30k,City A,Employed,Bi-weekly,311.46,Credit Card,Fresh Produce,Strongly,Always,Evening,Yes,Sometimes,9,No,"Points, Exclusive Discounts",More offers,Yes,127.72,Depends,"Price inconsistency, Product unavailability, Lack of variety","5,5,5,3,4",Cashback
36–45,Male,Doctorate,30k–50k,City A,Employed,Bi-weekly,629.78,Credit Card,"Beverages, Fresh Produce, Snacks",Moderately,Sometimes,Evening,No,Always,1,No,"Cashback, Priority Checkout",Faster billing,No,204.98,No,"Long queues, Price inconsistency","5,3,3,3,3",Cashback
36–45,Non-binary,Doctorate,<10k,City C,Employed,Daily,504.51,Mobile Wallet,Dairy,Moderately,Sometimes,Afternoon,No,Always,10,Yes,"Free Products, Cashback",Improved customer service,No,127.06,Yes,"Lack of variety, Poor customer service, Price inconsistency","3,5,4,4,3",Instant Discounts
46–60,Male,Bachelor's,10k–30k,City C,Student,Weekly,631.02,Credit Card,"Fresh Produce, Beverages, Snacks",Moderately,Sometimes,Night,Yes,Always,6,Yes,"Exclusive Discounts, Priority Checkout",Faster billing,Yes,12.27,Yes,Lack of variety,"4,4,5,4,5",Instant Discounts
36–45,Female,Bachelor's,<10k,City D,Self-employed,Bi-weekly,491.57,Credit Card,"Household Supplies, Beverages",Strongly,Sometimes,Evening,Yes,Always,8,Yes,"Exclusive Discounts, Points",Better variety,No,50.73,Depends,"Lack of variety, Poor customer service","5,3,2,1,3",Instant Discounts
46–60,Male,Bachelor's,50k–100k,City C,Employed,Bi-weekly,197.33,UPI,"Beverages, Fresh Produce",Not at all,Sometimes,Afternoon,No,Sometimes,8,Maybe,"Priority Checkout, Free Products",Improved customer service,Maybe,162.0,Yes,"Poor customer service, Long queues","5,5,2,4,3",Instant Discounts
26–35,Female,Bachelor's,10k–30k,City D,Employed,Bi-weekly,481.76,Credit Card,Fresh Produce,Moderately,Sometimes,Morning,No,Rarely,3,No,"Priority Checkout, Points",Faster billing,Yes,100.48,Yes,"Price inconsistency, Poor customer service","4,4,2,3,4",More Points
